departamento,provincia,distrito,centro_poblado,categoria,codigo_de_ubigeo_y_centro_poblado,longitud,latitud,altitud,poblacion,vivienda,agua_por_red_publica,energia_electrica_en_la_vivienda,desague_por_red_publica,via_de_mayor_uso,transporte_de_mayor_uso,frecuencia,tiempo_en_minutos_hacia_la_capital_del_distrito,distancia_del_centro_poblado_hacia_la_capital_del_distritokm,distancia_del_centro_poblado_hacia_el_centro_poblado_educativo,distancia_del_centro_poblado_hacia_el_centro_de_salud_mas_cerca,alumbrado_publico,telefono_publico,local_comunal,hostal__albergue,estacion_de_radio,institucion_educativa_primaria,institucion_educativa_secundaria,establecimiento_puesto_de_salud,puesto_policial,oficina_de_correo,cabina_de_internet,heladas_nevadas,granizadas,lluvias,sequias,vendavales_vientos_fuertes,inundaciones,derrumbesdeslizamientos,huaycos__aludesaluviones,desertificaciones,salinizacion_de_los_suelos,actividad_volcanica,sismos,tsunami_u_oleadas_anomalos,otros_fenomenos_nat,derrame_de_sustancias_o_desechos_toxicos,fugas_de_gases_toxicos,explosiones,incendios_y_quemas,crianza_de_animales_en_zonas_urbanas,incremento_de_zonas_indus_no_autorizadas,zonas_aereoportuarias,rellenos_sanitarios,subversiones_yo_conflictos_sociales,otros_peligros,un_lecho_de_rio_o_quebrada,un_cuartel_militar_o_policial,una_via_ferrea,la_erosion_de_rios_en_laderas_de_cerros,barrancos_o_precipicios,otros,pistas_y_veredas_en_la_mayori_de_sus_calles_yo_manzanas,canales_de_drenaje_en_las_calles_para_la_evacuacion_de_las_agua,idioma_o_lengua_que_se_habla_con_mayor_frecuencia
AYACUCHO,PARINACOCHAS,PULLO,PARARANI,,0507050043,-73.8029066667,-15.2536483333,3371.7,120,30,si,si,no,camino carrozable,camioneta,interdiario,30,14.6,0.32,5.56,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,si,no,no sabe,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no sabe,no,no,
AYACUCHO,PARINACOCHAS,PUYUSCA,CALERA,,0507060043,-73.6109030000,-15.3610870000,3389.3,70,40,si,si,no,camino carrozable,moto/mototaxi,diario,40,28.7,,2.55,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,si,no,no sabe,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no sabe,no,no,
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,HUANCARIRI,,0507070043,-73.3384899830,-15.0296699830,2899.0,2,1,no,no,no,camino de herradura / trocha,a pie,,180,47.5,5.22,5.58,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,HUAYCAHUACHO,,0508060043,-73.2215466664,-15.1934350004,2815.9,0,1,,,,,,,0,75.1,10.41,10.52,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,SUCRE,QUEROBAMBA,TOMACUCHO,,0509010043,-73.8363566667,-14.0320433333,3547.9,10,6,no,no,no,camino de herradura / trocha,a pie,,60,8.8,1.1,3.05,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,quechua
AYACUCHO,SUCRE,SORAS,SOYTOCCO,,0509110043,-73.7079370000,-14.1505850000,3899.8,2,3,no,no,no,camino carrozable,omnibus,diario,180,45.3,16.65,21.3,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCAPI,HUARACCOPATA,,0510010043,-74.0629700000,-13.7977416667,4232.1,2,3,no,no,no,camino de herradura / trocha,a pie,,300,82.9,8.09,8.63,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,

AYACUCHO,VICTOR FAJARDO,HUALLA,TIMPOCC QOLLPA,unidad agropecuaria,0510100043,-74.0422150000,-13.9222880000,3993.5,20,10,si,no,no,camino de herradura / trocha,a pie,,270,70.5,25.57,35.08,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,LA UNION,unidad agropecuaria,0510120043,-74.7429550000,-13.6189633333,3564.7,4,7,no,si,no,camino carrozable,acemila,,420,89,0.45,0.4,si,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no sabe,no,no sabe,no sabe,no,no,no,no,no,no,no sabe,no sabe,no,no sabe,no,no sabe,no,no,si,no,no,si,si,no,no sabe,no,quechua
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,KULILICHE,,0511010043,-73.9742633333,-13.6593033333,3222.6,1,1,no,si,no,camino de herradura / trocha,a pie,,75,9.8,0.46,3.67,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,CONCEPCION,LOMACCATA,,0511040043,-73.9052016667,-13.4715816667,3222.5,1,1,no,no,no,camino de herradura / trocha,a pie,,420,56.8,18.7,18.9,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,VILCAS HUAMAN,VISCHONGO,SINJATO,,0511080043,-74.0039750000,-13.5913766667,3199.9,6,7,no,no,no,camino de herradura / trocha,a pie,,40,7.1,2.33,5.44,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,

AYACUCHO,HUAMANGA,CHIARA,SACHABAMBA,anexo,0501050044,-74.1001382595,-13.4651579728,3539.6,300,75,si,si,si,camino carrozable,automovil,diario,120,98.5,0.19,0.08,si,si,si,no,si,si,si,si,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua

AYACUCHO,HUAMANGA,TAMBILLO,CCERACCASA,OTROS,0501130044,-74.1608100000,-13.2470550000,3541.5,10,4,no,no,no,camino carrozable,automovil,diario,90,40.8,4.76,38.67,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,ANCAHUACHANA( CCECHCCACANCHA),unidad agropecuaria,0501140044,-74.4864716667,-13.2038833333,4213.7,32,12,no,no,no,camino de herradura / trocha,a pie,,270,110.4,5.25,15.87,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,CANGALLO,CANGALLO,ANDABAMBA,,0502010044,-74.0599883333,-13.6576450000,3441.7,105,95,si,si,no,camino de herradura / trocha,a pie,,270,59.3,,0.04,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,CANGALLO,CHUSCHI,TUCO CUCHO,,0502020044,-74.5218900000,-13.4939233333,4277.3,10,18,si,no,no,camino de herradura / trocha,acemila,,300,201.5,6.62,18.89,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,LOS MOROCHUCOS,AYRANPUYOCC-CUCHIBADO,,0502030044,-74.2191983333,-13.5271000000,3492.1,20,10,si,si,no,camino carrozable,a pie,,30,13.7,2.93,3.91,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,QARAPUNA,,0502040044,-74.2089400000,-13.6108216667,3101.9,12,12,si,si,no,camino de herradura / trocha,a pie,,120,13.8,7.45,1.75,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,PARAS,CHACAPUNCO,,0502050044,-74.7505833333,-13.4675916667,4531.5,1,1,no,no,no,camino de herradura / trocha,a pie,,150,208.2,4.44,12.39,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,TOTOS,TUNA PATA (BELEN MARCA),,0502060044,-74.4818216667,-13.5883066667,3256.6,30,25,no,no,no,camino de herradura / trocha,a pie,,120,29.1,1.95,7.18,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,si,si,no,no,no,
AYACUCHO,HUANCA SANCOS,CARAPO,LACHOC HUAYCCU,,0503020044,-74.2593516667,-13.8526183333,4071.8,0,2,,,,,,,0,79.5,16.05,16.38,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,HUANCA SANCOS,SACSAMARCA,SURATUNA,,0503030044,-74.2861350000,-14.0563890000,4046.0,1,2,no,no,no,camino de herradura / trocha,a pie,,120,64.3,15.53,21.56,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,CANCHAYMARCA,,0503040044,-74.4316166667,-13.8000200000,3927.7,0,4,,,,,,,0,139.6,10.79,11.26,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,HUANTA,HUANTA,SANTA CRUZ DE PULTUNCHARA,,0504010044,-74.2371268190,-12.9183603399,3114.0,280,60,no,si,no,camino de herradura / trocha,automovil,diario,10,17.5,2.51,2.04,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no sabe,no sabe,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,si,si,no,no,si,

AYACUCHO,HUANTA,LURICOCHA,AYAPATA,,0504050044,-74.2678066667,-12.8119600000,3480.2,10,8,no,no,no,camino de herradura / trocha,a pie,,120,36.1,4.17,4.08,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,SANTILLANA,PICAS,,0504060044,-74.2408900000,-12.7732083333,3643.5,150,35,si,si,no,camino de herradura / trocha,a pie,,60,8.8,4.41,4.4,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,SIVIA,NUEVA ALIANZA,,0504070044,-73.8826000000,-12.5842916667,1095.2,96,45,no,si,no,camino carrozable,omnibus,diario,70,46.2,,2.06,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,LA MAR,SAN MIGUEL,ASQUIS,OTROS,0505010044,-73.9994883333,-13.0189433333,3445.1,3,3,no,no,no,camino de herradura / trocha,a pie,,180,11.4,4.01,5.37,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,ANCO,PATAHUASI,anexo,0505020044,-73.5619683333,-13.0460583333,1584.2,180,42,si,si,si,camino carrozable,omnibus,diario,150,153.8,13.31,14.58,si,si,si,no,si,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,CHUNGUI,PICHUS,unidad agropecuaria,0505050044,-73.5743500000,-13.3241750000,1875.8,15,7,no,no,no,camino de herradura / trocha,automovil,semanal,720,259.4,5.09,4.24,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,SANTA ROSA,UNION LUISIANA,,0505070044,-73.7122950000,-12.6759600000,644.1,200,90,si,si,si,camino carrozable,camioneta,diario,30,7.2,,3.36,si,no,si,no,no,si,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,quechua
AYACUCHO,LA MAR,TAMBO,VISTA ALEGRE,pueblo,0505080044,-74.0179221884,-12.9430959017,3217.6,1000,400,si,si,si,carretera asfaltada,automovil,diario,20,1.8,,9.66,si,si,si,no,no,si,si,si,no,no,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,si,si,no,no,si,no,no,no,quechua
AYACUCHO,LUCANAS,PUQUIO,MOYALLA,,0506010044,-74.1498216667,-14.6801433333,3423.0,3,4,no,no,no,camino de herradura / trocha,a pie,,150,14.3,4.7,6.3,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,AUCARA,CCONDISCCA,,0506020044,-74.2492366670,-14.2689266670,4243.0,4,2,no,no,no,camino de herradura / trocha,a pie,,270,91,12.81,38.19,,,,,,,,,,,,si,si,si,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,CABANA,HUANCACCOCHA,,0506030044,-74.2049316667,-14.3246116667,4285.3,1,1,no,no,no,camino de herradura / trocha,a pie,,120,74.4,44.25,45.27,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,
AYACUCHO,LUCANAS,CHAVIÑA,AYHUANI,,0506050044,-73.8408516670,-15.0243316670,3368.2,3,1,si,si,no,carretera afirmada,camioneta,diario,40,17.6,4.7,8.76,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,si,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,HUAC-HUAS,CHAYHUASURY,,0506070044,-74.9638220000,-14.1588980000,3255.5,7,5,no,no,no,carretera afirmada,a pie,,90,12.3,2.98,4.99,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,LEONCIO PRADO,ANYAY,,0506090044,-74.6880800000,-14.6490166667,2785.3,13,13,no,no,no,camino de herradura / trocha,camioneta,interdiario,170,189.5,1.61,1.99,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,LLAUTA,SAN ISIDRO,,0506100044,-74.9880250000,-14.2829933333,1999.7,10,8,si,si,no,camino carrozable,automovil,diario,110,13.2,0.94,12.92,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,si,no,no,no,si,no,no,no,no,no,si,no,no,no,no,si,no,si,no,no,si,si,no sabe,no,no,
AYACUCHO,LUCANAS,LUCANAS,ALLCUYACU,,0506110044,-74.2573216670,-14.5220666670,3781.7,0,3,,,,,,,0,41,3.52,3.5,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,OCAÑA,MANZANAYOCC,,0506120044,-74.6794450000,-14.3896183330,2945.0,8,6,no,no,no,camino de herradura / trocha,a pie,,180,81.3,1.55,2.1,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua

AYACUCHO,LUCANAS,SAN CRISTOBAL,TRAMPACCASA,,0506150044,-74.2659970000,-14.8133280000,3557.7,1,1,no,no,no,camino de herradura / trocha,a pie,,180,64.5,6.32,18.74,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,SAN PEDRO,VACA HUASI,,0506170044,-74.1071300000,-14.8876366667,3635.4,2,2,no,no,no,camino carrozable,otro,,120,46,1.72,2.71,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,si,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,AQCHIWAYQO,,0506180044,-74.5642233330,-14.3220033330,4326.7,3,2,no,no,no,camino de herradura / trocha,a pie,,420,90.1,23.5,26.88,,,,,,,,,,,,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,SANCOS,OCCARMAYOCC ALTA,,0506190044,-74.0480466667,-15.0479533333,3251.8,3,2,no,no,no,camino de herradura / trocha,a pie,,360,80.6,5.51,5.47,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,SANTA LUCIA,HUANCA,,0506210044,-74.4809747190,-15.1137936440,721.8,500,200,si,si,no,camino carrozable,automovil,diario,480,61.3,4.65,0.14,si,no,no,no,no,si,si,si,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,PARINACOCHAS,CORACORA,CUNCALLA,,0507010044,-73.7639866666,-14.9858966667,3603.3,25,29,no,si,no,camino de herradura / trocha,a pie,,360,24.7,,6.12,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,CHUMPI,HUARCAYANI,,0507020044,-73.7280183333,-15.0691183333,3382.6,5,6,no,no,no,camino carrozable,camioneta,interdiario,20,16.1,4.03,4.13,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,PACAPAUSA,CABRA CORRAL,,0507040044,-73.3219633333,-14.9719383333,3230.0,1,1,no,no,no,camino de herradura / trocha,a pie,,240,137.8,0.61,12.31,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,PARINACOCHAS,PULLO,YORCA,,0507050044,-73.8905183333,-15.2394166667,3454.4,1,1,no,no,no,camino de herradura / trocha,a pie,,180,52.7,4.73,14,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,si,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,PARINACOCHAS,PUYUSCA,SALLASALLA,,0507060044,-73.6054500000,-15.3545880000,3372.1,150,100,si,si,no,camino carrozable,camioneta,diario,30,25.1,0.12,0.01,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no sabe,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no sabe,no,no,
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,CHACCAN CCOCHA,,0507070044,-72.9933833333,-14.7922633333,4877.7,6,2,no,no,no,camino de herradura / trocha,a pie,,360,165.2,55.53,80.14,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,UPAHUACHO,TRAMPAPATA,,0507080044,-73.4802233333,-14.8526050000,3497.0,5,4,no,no,no,camino de herradura / trocha,a pie,,120,45.1,1.37,1.9,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,LORCA,,0508060044,-73.2241333334,-15.1910249999,3013.6,0,1,,,,,,,0,68.9,9.89,10,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,SUCRE,QUEROBAMBA,COMUN,,0509010044,-73.8761800000,-14.0153877778,2538.4,1,1,no,no,no,camino de herradura / trocha,a pie,,240,79.2,6.94,7.5,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,SUCRE,SORAS,HUMASA,,0509110044,-73.6418620000,-14.1515720000,3750.0,3,3,no,no,no,camino carrozable,omnibus,diario,45,27.1,5.74,10.39,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCAPI,PIQUIMACHAY,,0510010044,-74.0749600000,-13.7981333333,2850.2,3,2,no,no,no,camino de herradura / trocha,a pie,,240,160,14.08,13.97,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,CENTRO UNION CRUZ PAMPA,unidad agropecuaria,0510120044,-74.7355633333,-13.6261666667,3669.5,39,40,no,si,no,camino de herradura / trocha,a pie,,360,93.4,,1.15,si,no,si,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,si,no sabe,no sabe,no sabe,no sabe,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,CONDORAY,,0511010044,-73.9733866667,-13.6545733333,3164.9,10,3,no,no,no,camino de herradura / trocha,a pie,,100,10.3,1.61,4.82,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,CONCEPCION,MARCO PAMPA,,0511040044,-73.9080366667,-13.4702983333,3328.8,2,5,si,no,no,camino de herradura / trocha,a pie,,230,57.7,18.78,18.98,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,


AYACUCHO,HUAMANGA,OCROS,CHUMBES,anexo,0501060045,-73.9047825984,-13.4284305570,2815.6,100,80,si,si,si,carretera asfaltada,automovil,diario,30,11.3,0.2,,si,si,no,si,no,si,si,si,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,si,si,quechua
AYACUCHO,HUAMANGA,QUINUA,PAMPACHACRA,caserio,0501080045,-74.1666366667,-13.0614266667,2974.3,90,40,no,si,no,carretera afirmada,omnibus,diario,15,5.8,0.39,5.77,no,no,si,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,si,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,TAMBILLO,YUTACANCHA,OTROS,0501130045,-74.1599516667,-13.2282483333,3315.3,30,14,no,si,no,camino carrozable,automovil,semanal,60,34.1,1.43,35.34,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,TOCONDOLO,unidad agropecuaria,0501140045,-74.5879250000,-13.2359366667,4437.6,50,25,no,no,no,camino de herradura / trocha,a pie,,120,87.7,2.51,20.8,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,CANGALLO,CANGALLO,PAYAHUANAY,,0502010045,-74.0679250000,-13.6676650000,3120.7,22,50,si,si,no,camino de herradura / trocha,a pie,,180,82,2.31,2.27,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,
AYACUCHO,CANGALLO,CHUSCHI,CERCE,,0502020045,-74.4406016667,-13.5033666667,4091.9,14,20,si,no,no,camino de herradura / trocha,acemila,,330,83.8,6.81,10.29,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,LOS MOROCHUCOS,PICHIUCUCHO,,0502030045,-74.2206283333,-13.5364250000,3448.1,30,25,si,si,no,camino de herradura / trocha,a pie,,90,7.9,1.94,1.74,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,MUYURINA PAMPA,,0502040045,-74.2320450000,-13.6160450000,3025.5,0,5,,,,,,,0,15.5,2.01,2.3,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,CANGALLO,TOTOS,AYUTA,,0502060045,-74.4754850000,-13.5923816667,2921.7,100,45,si,si,no,camino de herradura / trocha,a pie,,100,27.6,0.86,25.07,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,si,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
